sectorFrom,supplySector,scenario,x,units,region,subRegion,param,sectorTo,value,sectorToAgg
W_SW_Upstream,Water,Reference,0,km3,Argentina,Corfo,param,Livestock_cows,0.002967,Livestock
W_SW_Upstream,Water,Reference,0,km3,Argentina,Corfo,param,Livestock_heifers,0.0008677,Livestock
W_SW_Upstream,Water,Reference,0,km3,Argentina,Corfo,param,Livestock_steers,0.000590863,Livestock
W_SW_Upstream,Water,Reference,0,km3,Argentina,Corfo,param,municipal,0.00252,municipal
W_SW_Upstream,Water,Reference,0,km3,Argentina,Corfo,param,downstream,2.157313942,downstream
W_SW_Upstream,Water,Reference,0,km3,Argentina,Corfo,param,total,4.064798438,total
W_SW_Upstream,Water,Reference,0,km3,Argentina,Corfo,param,cap,4.064798438,cap
W_SW_Upstream,Water,Reference,0,km3,Argentina,Corfo,param,capOrig,4.064798438,capOrig
Water_all,Water,Reference,0,km3,Argentina,Corfo,param,Ag_cereals,0.977680572,Ag
Water_all,Water,Reference,0,km3,Argentina,Corfo,param,Ag_pasture,0.806558072,Ag
Water_all,Water,Reference,0,km3,Argentina,Corfo,param,Ag_vegetables,0.115661355,Ag
Water_all,Water,Reference,0,km3,Argentina,Corfo,param,Livestock_bulls,6.73e-05,Livestock
Water_all,Water,Reference,0,km3,Argentina,Corfo,param,Livestock_calves,0.000571634,Livestock
Water_all,Water,Reference,0,km3,Argentina,Corfo,param,Livestock_cows,0.002967,Livestock
Water_all,Water,Reference,0,km3,Argentina,Corfo,param,Livestock_heifers,0.0008677,Livestock
Water_all,Water,Reference,0,km3,Argentina,Corfo,param,Livestock_steers,0.000590863,Livestock
Water_all,Water,Reference,0,km3,Argentina,Corfo,param,municipal,0.00252,municipal
Water_all,Water,Reference,0,km3,Argentina,Corfo,param,downstream,2.157313942,downstream
Water_all,Water,Reference,0,km3,Argentina,Corfo,param,total,4.064798438,total
Water_all,Water,Reference,0,km3,Argentina,Corfo,param,cap,4.064798438,cap
Water_all,Water,Reference,0,km3,Argentina,Corfo,param,capOrig,4.064798438,capOrig
