sectorFrom,supplySector,scenario,x,units,region,subRegion,param,sectorTo,value,sectorToAgg
Electricity_RefLiqDiesel,Electricity,Reference,0,GWh,Argentina,Colorado,param,capOrig,32.826,capOrig
Livestock_all,Livestock,Reference,0,head,Argentina,Colorado,param,export,262979,export
Livestock_all,Livestock,Reference,0,head,Argentina,Colorado,param,total,262979,total
Livestock_all,Livestock,Reference,0,head,Argentina,Colorado,param,cap,262979,cap
Livestock_all,Livestock,Reference,0,head,Argentina,Colorado,param,capNew,262979,capNew
Livestock_bulls,Livestock,Reference,0,head,Argentina,Colorado,param,export,5408,export
Livestock_bulls,Livestock,Reference,0,head,Argentina,Colorado,param,total,5408,total
Livestock_bulls,Livestock,Reference,0,head,Argentina,Colorado,param,cap,5408,cap
Livestock_bulls,Livestock,Reference,0,head,Argentina,Colorado,param,capNew,5408,capNew
Livestock_calves,Livestock,Reference,0,head,Argentina,Colorado,param,export,45924,export
Livestock_calves,Livestock,Reference,0,head,Argentina,Colorado,param,total,45924,total
Livestock_calves,Livestock,Reference,0,head,Argentina,Colorado,param,cap,45924,cap
Livestock_calves,Livestock,Reference,0,head,Argentina,Colorado,param,capNew,45924,capNew
Livestock_cows,Livestock,Reference,0,head,Argentina,Colorado,param,export,127040,export
Livestock_cows,Livestock,Reference,0,head,Argentina,Colorado,param,total,127040,total
Livestock_cows,Livestock,Reference,0,head,Argentina,Colorado,param,cap,127040,cap
Livestock_cows,Livestock,Reference,0,head,Argentina,Colorado,param,capNew,127040,capNew
Livestock_heifers,Livestock,Reference,0,head,Argentina,Colorado,param,export,37136,export
Livestock_heifers,Livestock,Reference,0,head,Argentina,Colorado,param,total,37136,total
Livestock_heifers,Livestock,Reference,0,head,Argentina,Colorado,param,cap,37136,cap
Livestock_heifers,Livestock,Reference,0,head,Argentina,Colorado,param,capNew,37136,capNew
Livestock_steers,Livestock,Reference,0,head,Argentina,Colorado,param,export,47471,export
Livestock_steers,Livestock,Reference,0,head,Argentina,Colorado,param,total,47471,total
Livestock_steers,Livestock,Reference,0,head,Argentina,Colorado,param,cap,47471,cap
Livestock_steers,Livestock,Reference,0,head,Argentina,Colorado,param,capNew,47471,capNew
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,Ag_cereals,1.144739484,Ag
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,Ag_fruittrees,0.059319849,Ag
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,Ag_pasture,1.088294857,Ag
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,Ag_specialty,0.00336972,Ag
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,Ag_vegetables,0.132771088,Ag
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,Electricity_Gas,7.17e-05,Electricity
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,Electricity_RefLiqDiesel,3.4863e-05,Electricity
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,Livestock_bulls,6.73e-05,Livestock
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,Livestock_calves,0.000571634,Livestock
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,Livestock_cows,0.002967,Livestock
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,Livestock_heifers,0.0008677,Livestock
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,Livestock_steers,0.000590863,Livestock
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,downstream,2.157313942,downstream
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,municipal,0.01432,municipal
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,export,0.0021,export
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,total,4.6074,total
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,cap,22.141815296,cap
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,capOrig,22.141815296,capOrig
W_SW_Runoff,Water,Reference,0,km3,Argentina,Colorado,param,surplus,17.534415296,surplus
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,Ag_cereals,1.144739484,Ag
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,Ag_fruittrees,0.059319849,Ag
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,Ag_pasture,1.088294857,Ag
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,Ag_specialty,0.00336972,Ag
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,Ag_vegetables,0.132771088,Ag
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,Electricity_Gas,7.17e-05,Electricity
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,Electricity_RefLiqDiesel,3.4863e-05,Electricity
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,Livestock_bulls,6.73e-05,Livestock
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,Livestock_calves,0.000571634,Livestock
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,Livestock_cows,0.002967,Livestock
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,Livestock_heifers,0.0008677,Livestock
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,Livestock_steers,0.000590863,Livestock
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,downstream,2.157313942,downstream
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,municipal,0.01432,municipal
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,export,0.0021,export
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,total,4.6074,total
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,cap,22.141815296,cap
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,capOrig,22.141815296,capOrig
Water_all,Water,Reference,0,km3,Argentina,Colorado,param,surplus,17.534415296,surplus
