sectorTo,sectorFrom,supplySector,scenario,x,region,subRegion,units,param,value,normValue,fromLabel,legendLabel
Ag,Water_all,Water,Policy,0,Argentina,Neuquen_media,km3,param,0.0656000000000001,0.0285376228859569,Water_all 2.3 km3,Water_all km3
downstream,Water_all,Water,Policy,0,Argentina,Neuquen_media,km3,param,2.230033743,0.97011984726666,Water_all 2.3 km3,Water_all km3
Electricity,Water_all,Water,Policy,0,Argentina,Neuquen_media,km3,param,0.0001061,4.61561248201223e-05,Water_all 2.3 km3,Water_all km3
export,Agriculture_all,Agriculture,Policy,0,Argentina,Neuquen_media,km2,param,6.5,1,Agriculture_all 6.5 km2,Agriculture_all km2
export,Electricity_all,Electricity,Policy,0,Argentina,Neuquen_media,GWh,param,4.216127,0.00601866564971412,Electricity_all 700.5 GWh,Electricity_all GWh
industrial,Electricity_all,Electricity,Policy,0,Argentina,Neuquen_media,GWh,param,533.7402,0.761932410387909,Electricity_all 700.5 GWh,Electricity_all GWh
municipal,Water_all,Water,Policy,0,Argentina,Neuquen_media,km3,param,0.00298,0.00129637372256328,Water_all 2.3 km3,Water_all km3
other,Electricity_all,Electricity,Policy,0,Argentina,Neuquen_media,GWh,param,105.082112,0.150008312817382,Electricity_all 700.5 GWh,Electricity_all GWh
residential,Electricity_all,Electricity,Policy,0,Argentina,Neuquen_media,GWh,param,57.470153,0.0820406111449951,Electricity_all 700.5 GWh,Electricity_all GWh
