sectorTo,sectorFrom,supplySector,scenario,x,region,subRegion,units,param,value,normValue,fromLabel,legendLabel
downstream,W_SW_Upstream,Water,Reference,0,Argentina,Mendoza_media,km3,param,2.297519843,0.999477970313062,W_SW_Upstream 2.3 km3,W_SW_Upstream km3
municipal,W_SW_Upstream,Water,Reference,0,Argentina,Mendoza_media,km3,param,0.0012,0.000522029686938236,W_SW_Upstream 2.3 km3,W_SW_Upstream km3
