sectorFrom,supplySector,scenario,x,units,region,subRegion,param,sectorTo,value,normValue,fromLabel,legendLabel
Agriculture_all,Agriculture,Policy,0,km2,Argentina,LaPampa_baja,param,total,430.35888,1,Agriculture_all 430.4 km2,Agriculture_all km2
Electricity_all,Electricity,Policy,0,GWh,Argentina,LaPampa_baja,param,total,10.525389,1,Electricity_all 10.5 GWh,Electricity_all GWh
Water_all,Water,Policy,0,km3,Argentina,LaPampa_baja,param,total,2.172311793,1,Water_all 2.2 km3,Water_all km3
